Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Discount_offered,Weight_in_gms,Warehouse_block_A,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Flight,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Gender_F,Gender_M
1.6971080600195534,2,0.965424158903131,0.273631289604048,1,-0.5774541567562264,-1.0367798003334123,0,0,0,1,0,0,0,1,1,0
-0.9256049813911454,4,-0.6908229443765332,-0.3786802024647733,2,-0.7619970371287987,0.8193379322990344,0,0,1,0,0,0,0,1,1,0
-0.9256049813911454,3,0.551362383083215,-0.3786802024647733,2,-0.4544255698411781,0.7906035668729063,1,0,0,0,0,0,1,0,0,1
1.6971080600195534,5,1.0275334252761184,0.273631289604048,2,-0.20836839601108156,-1.1162578323631285,0,1,0,0,0,0,0,1,1,0
0.8228703795493204,3,0.30292531759126534,2.230565765810512,2,1.9446318750022633,-0.28296123500541265,0,1,0,0,0,1,0,0,1,0
1.6971080600195534,4,1.6693291777969883,0.273631289604048,1,-0.5159398632987022,-1.404824225578713,0,1,0,0,0,0,0,1,1,0
1.6971080600195534,4,1.1931581356040848,0.273631289604048,2,-0.2698826894686057,-1.3883172496956182,0,1,0,0,0,0,0,1,0,1
-0.9256049813911454,3,-0.4630889676755794,-1.0309916945335944,2,-0.7004827436712746,0.43478653117063887,0,1,0,0,0,0,0,1,1,0
-0.05136730092091252,2,1.0896426916491058,0.9259427816728693,1,-0.5159398632987022,-1.0704051215767536,0,0,0,1,0,0,0,1,1,0
0.8228703795493204,5,0.22011296242728212,0.9259427816728693,1,-0.6389684502137505,-1.4702407596339409,0,1,0,0,0,0,0,1,1,0
-0.05136730092091252,5,-1.1669939865694368,0.273631289604048,2,-0.392911276383654,0.8028309564159396,0,0,0,1,0,0,1,0,0,1
-0.9256049813911454,3,1.0482365140671142,2.882877257879333,1,-0.20836839601108156,0.31801496103467136,0,0,0,0,1,0,0,1,0,1
-1.7998426618613785,3,0.013082074517324072,-1.0309916945335944,2,-0.7004827436712746,0.602913137387346,0,1,0,0,0,0,0,1,0,1
0.8228703795493204,2,1.4001890235140428,-1.0309916945335944,1,0.22223165819158738,-0.6919674152198747,0,1,0,0,0,1,0,0,1,0
-0.05136730092091252,4,0.6755809158291898,0.9259427816728693,2,-0.20836839601108156,0.44701392071367213,0,0,0,0,1,0,0,1,0,1
-0.9256049813911454,3,0.28222222880026954,1.5782542737416905,2,-0.20836839601108156,0.3644790412981977,0,0,0,1,0,0,0,1,0,1
-0.05136730092091252,5,-0.8564476547044997,0.273631289604048,1,-0.4544255698411781,0.3320764590091596,0,0,0,1,0,0,0,1,0,1
-0.05136730092091252,4,1.1517519580220932,-0.3786802024647733,1,-0.20836839601108156,0.97584851844986,1,0,0,0,0,0,0,1,0,1
-1.7998426618613785,5,-1.042775453823462,0.273631289604048,1,-0.392911276383654,1.301708449771696,0,0,0,0,1,0,1,0,1,0
-0.05136730092091252,3,0.7169870934111814,-0.3786802024647733,1,-0.33139698292612985,0.7343575749749534,0,0,0,0,1,0,0,1,0,1
-0.05136730092091252,1,1.275970490768068,-1.0309916945335944,1,-0.33139698292612985,1.041265052505088,0,0,0,0,1,0,1,0,1,0
-0.9256049813911454,2,-0.2560580797656214,0.273631289604048,1,-0.6389684502137505,0.3345219369177662,0,1,0,0,0,0,0,1,1,0
-0.9256049813911454,2,0.6962840046201856,-0.3786802024647733,0,-0.5159398632987022,1.3182154256547909,0,0,0,0,1,0,0,1,1,0
-0.05136730092091252,2,0.861908714948152,-1.0309916945335944,0,-0.5774541567562264,0.9831849521756799,0,0,0,0,1,0,0,1,1,0
-0.9256049813911454,2,-0.15254263581064237,-1.0309916945335944,2,1.5755461142571183,0.13460411788917268,0,0,0,0,1,0,0,1,1,0
-0.05136730092091252,4,0.4685500279192317,-0.3786802024647733,1,-0.5159398632987022,1.0981224138801924,1,0,0,0,0,0,0,1,1,0
-0.9256049813911454,3,1.0275334252761184,0.273631289604048,1,-0.33139698292612985,1.2045007029045818,0,1,0,0,0,1,0,0,0,1
-0.9256049813911454,4,-1.6017588511803487,-0.3786802024647733,1,0.22223165819158738,-1.4904159523799456,0,0,0,0,1,0,0,1,0,1
-0.05136730092091252,1,1.0896426916491058,-0.3786802024647733,0,-0.5159398632987022,0.7074573179802802,0,0,1,0,0,0,0,1,0,1
-0.05136730092091252,4,-0.6287136780035458,-0.3786802024647733,1,-0.6389684502137505,0.8596883177910442,0,0,0,1,0,0,0,1,0,1
0.8228703795493204,1,0.05448825209931568,-1.0309916945335944,0,-0.20836839601108156,1.2118371366304017,1,0,0,0,0,0,0,1,1,0
-0.05136730092091252,3,0.36503458396425276,0.9259427816728693,2,-0.33139698292612985,-1.1443808283121049,0,0,0,1,0,0,1,0,0,1
1.6971080600195534,3,1.3173766683500596,1.5782542737416905,2,-0.7004827436712746,0.4011612099272974,0,1,0,0,0,0,0,1,1,0
-1.7998426618613785,2,-0.3595735237206004,-0.3786802024647733,2,3.113403450695222,-0.4633152307651531,0,0,0,0,1,0,0,1,0,1
-0.9256049813911454,3,-0.60801058921255,-1.0309916945335944,0,3.1749177441527463,-0.23894263265049298,0,0,0,0,1,0,0,1,0,1
1.6971080600195534,3,-0.8978538322864913,1.5782542737416905,1,0.09920307127653911,-1.4347813299591445,0,0,0,0,1,0,0,1,1,0
-0.05136730092091252,3,0.5720654718742108,-1.0309916945335944,1,-0.7619970371287987,0.26054623018241513,0,0,0,0,1,0,1,0,1,0
-0.9256049813911454,3,-0.21465190218362976,-0.3786802024647733,1,2.0061461684597877,-0.7121426079658796,0,0,0,0,1,0,0,1,0,1
0.8228703795493204,3,0.551362383083215,0.9259427816728693,2,-0.5774541567562264,-1.156608217855138,0,1,0,0,0,0,0,1,1,0
-0.9256049813911454,3,-1.2912125193154116,0.273631289604048,1,-0.7004827436712746,1.1812686627728186,0,0,0,0,1,0,0,1,1,0
-0.9256049813911454,5,-0.3595735237206004,-1.0309916945335944,1,-0.20836839601108156,1.3151585782690325,0,0,0,0,1,0,0,1,1,0
-0.05136730092091252,4,-0.7322291219585249,-0.3786802024647733,2,-0.7004827436712746,0.23181186475628698,1,0,0,0,0,0,0,1,0,1
-0.05136730092091252,1,-0.04902719185566334,-1.0309916945335944,1,-0.4544255698411781,1.0033601449216847,0,1,0,0,0,0,0,1,0,1
-0.9256049813911454,4,0.03378516330831988,-1.0309916945335944,2,2.621289103035029,0.21469351939604042,0,0,0,0,1,0,0,1,1,0
-0.05136730092091252,3,-0.3802766125115962,-0.3786802024647733,1,-0.20836839601108156,0.27093951129399335,0,0,1,0,0,0,1,0,1,0
1.6971080600195534,5,0.9447210701121352,0.273631289604048,1,-0.7004827436712746,-1.5050888198315857,0,0,0,1,0,0,0,1,1,0
-0.9256049813911454,2,-1.146290897778441,-0.3786802024647733,2,-0.392911276383654,-1.3394076915234852,0,0,1,0,0,0,0,1,1,0
-0.9256049813911454,5,-1.24980634173342,-1.0309916945335944,1,2.129174755374836,-1.448231458456481,0,1,0,0,0,0,0,1,1,0
2.5713457404897864,1,0.9033148925301436,0.273631289604048,1,-0.5159398632987022,-1.0759074468711187,0,0,1,0,0,0,0,1,1,0
-1.7998426618613785,4,-2.2435546037012184,0.273631289604048,2,-0.4544255698411781,1.0981224138801924,0,1,0,0,0,0,0,1,1,0
-0.9256049813911454,1,-1.0013692762414703,-1.0309916945335944,1,2.3752319292049324,-1.5283208599633489,0,1,0,0,0,0,0,1,1,0
0.8228703795493204,5,0.05448825209931568,-1.0309916945335944,0,-0.0853398090960333,-0.6742377003824765,0,0,1,0,0,0,0,1,0,1
-0.05136730092091252,2,-1.4154310520613864,-1.0309916945335944,1,-0.4544255698411781,1.0400423135507846,0,0,0,0,1,0,0,1,0,1
0.8228703795493204,4,-0.8564476547044997,-1.0309916945335944,1,0.4067745385641598,-1.137044394586285,0,1,0,0,0,0,1,0,1,0
-0.05136730092091252,4,1.1103457804401016,-0.3786802024647733,1,-0.4544255698411781,1.4270391925877868,0,0,0,0,1,0,0,1,0,1
0.8228703795493204,1,-1.2291032529424242,-1.0309916945335944,2,1.0219174731394012,-1.3742557517211298,0,1,0,0,0,1,0,0,1,0
-0.05136730092091252,3,-1.4982434072253696,-1.0309916945335944,2,-0.2698826894686057,1.0223125987133863,0,0,0,0,1,0,0,1,0,1
0.8228703795493204,4,0.6134716494562024,0.273631289604048,2,-0.392911276383654,0.5668423382353979,0,0,0,0,1,0,0,1,0,1
1.6971080600195534,5,1.483001378678026,0.273631289604048,1,-0.7619970371287987,-1.4867477355170358,0,1,0,0,0,0,0,1,0,1
0.8228703795493204,2,-0.15254263581064237,-1.0309916945335944,2,-0.7004827436712746,0.6646614545796639,0,0,1,0,0,0,0,1,1,0
-0.9256049813911454,1,-1.1876970753604326,0.273631289604048,2,-0.7619970371287987,0.601079028955891,0,0,0,0,1,0,0,1,1,0
-0.9256049813911454,4,-0.7322291219585249,-0.3786802024647733,1,-0.33139698292612985,0.3968816235872358,1,0,0,0,0,0,0,1,0,1
-0.05136730092091252,5,0.26151914000927373,-0.3786802024647733,2,-0.2698826894686057,1.0113079481246563,0,0,1,0,0,0,0,1,1,0
-0.9256049813911454,3,0.40644076154624437,-0.3786802024647733,2,-0.7004827436712746,0.6830025388942137,0,0,0,1,0,0,0,1,1,0
-1.7998426618613785,2,-1.0634785426144577,1.5782542737416905,1,-0.4544255698411781,0.2562666438423535,0,0,0,1,0,0,1,0,1,0
-0.9256049813911454,5,1.0275334252761184,-1.0309916945335944,2,-0.7619970371287987,1.433764256836455,0,0,0,1,0,0,0,1,0,1
-0.9256049813911454,4,-1.146290897778441,-0.3786802024647733,2,-0.5774541567562264,-1.2697115711281957,0,0,0,0,1,1,0,0,0,1
-0.9256049813911454,1,-0.9185569210774871,-1.0309916945335944,1,-0.20836839601108156,0.31312400521745803,0,0,0,0,1,0,0,1,1,0
-0.05136730092091252,5,1.3173766683500596,-0.3786802024647733,2,-0.5774541567562264,0.5478898844436964,0,0,0,0,1,0,0,1,0,1
1.6971080600195534,3,0.758393270993173,1.5782542737416905,2,-0.6389684502137505,0.5851834225499478,0,0,1,0,0,0,0,1,0,1
-0.9256049813911454,2,0.1373006072632989,-1.0309916945335944,0,0.34526024510663567,-0.38689404612119527,0,0,0,0,1,0,1,0,0,1
1.6971080600195534,1,0.6962840046201856,0.273631289604048,1,-0.5159398632987022,-1.0746847079168154,0,0,0,1,0,0,0,1,0,1
0.8228703795493204,5,0.28222222880026954,2.882877257879333,1,2.19068904883236,-0.2095968977472132,0,0,0,0,1,0,1,0,1,0
1.6971080600195534,3,-1.4775403184343738,1.5782542737416905,2,-0.33139698292612985,-1.4311131130962345,1,0,0,0,0,0,0,1,1,0
0.8228703795493204,1,0.6755809158291898,0.9259427816728693,1,-0.6389684502137505,-1.5643916591152969,0,0,0,1,0,0,0,1,0,1
-0.05136730092091252,4,-0.7943383883315123,-0.3786802024647733,2,-0.392911276383654,0.9006500727602055,0,0,1,0,0,0,0,1,0,1
1.6971080600195534,4,0.22011296242728212,0.9259427816728693,2,-0.33139698292612985,0.5417761896721798,0,0,0,0,1,1,0,0,0,1
-0.05136730092091252,5,-0.9599630986594787,-1.0309916945335944,1,-0.2698826894686057,1.1176862371490457,1,0,0,0,0,0,0,1,1,0
1.6971080600195534,5,1.1931581356040848,0.273631289604048,1,-0.392911276383654,-1.2379203583163092,0,0,0,0,1,0,0,1,0,1
-0.05136730092091252,2,0.7376901822021772,0.9259427816728693,1,-0.20836839601108156,-1.1645560210581096,0,0,1,0,0,0,1,0,1,0
0.8228703795493204,4,1.4415952010960345,0.273631289604048,1,0.34526024510663567,-0.1998149861127866,0,1,0,0,0,0,1,0,1,0
0.8228703795493204,1,-1.5189464960163654,0.9259427816728693,1,-0.5774541567562264,0.5876289004585544,0,0,0,0,1,0,0,1,0,1
-0.05136730092091252,4,1.172455046813089,-0.3786802024647733,2,-0.2698826894686057,0.9960237111958649,0,0,1,0,0,0,0,1,0,1
-0.05136730092091252,5,-1.5810557623893529,-0.3786802024647733,2,-0.6389684502137505,0.8407358639993426,0,0,0,0,1,1,0,0,0,1
-1.7998426618613785,2,-1.24980634173342,-0.3786802024647733,1,-0.4544255698411781,1.3628453974868622,0,0,0,0,1,0,1,0,1,0
-1.7998426618613785,4,0.30292531759126534,4.187500242016975,0,2.0061461684597877,-0.5715276282209972,0,1,0,0,0,1,0,0,0,1
-0.9256049813911454,4,-0.19394881339263398,-0.3786802024647733,2,-0.20836839601108156,0.24893021011653352,1,0,0,0,0,1,0,0,0,1
-0.9256049813911454,3,-0.2560580797656214,-0.3786802024647733,1,2.19068904883236,-0.7207017806460029,0,1,0,0,0,0,0,1,0,1
-1.7998426618613785,3,-0.11113645822865074,-0.3786802024647733,1,-0.7619970371287987,0.9244934823691203,0,0,0,0,1,0,0,1,0,1
-0.9256049813911454,5,-0.9185569210774871,-1.0309916945335944,1,1.9446318750022633,-1.1981813423014511,0,0,0,0,1,1,0,0,0,1
-0.05136730092091252,5,0.965424158903131,0.9259427816728693,2,-0.4544255698411781,-1.5998510887900932,0,1,0,0,0,0,1,0,0,1
-0.9256049813911454,4,-1.4154310520613864,0.273631289604048,2,-0.5159398632987022,0.4916438925457435,0,0,1,0,0,0,1,0,0,1
0.8228703795493204,1,-0.42168279009358783,0.273631289604048,2,0.6528317123942563,-0.10933230349434059,0,0,0,0,1,0,0,1,0,1
-0.9256049813911454,3,-0.5666044116305584,-0.3786802024647733,1,1.9446318750022633,-0.8827146920911934,0,0,0,0,1,0,1,0,1,0
-0.9256049813911454,3,-0.711526033167529,-1.0309916945335944,1,2.744317689950077,-1.158442326286593,0,0,0,0,1,0,1,0,1,0
-0.05136730092091252,3,0.9447210701121352,-0.3786802024647733,2,-0.6389684502137505,0.5228237358804783,0,0,1,0,0,0,1,0,0,1
-0.05136730092091252,5,0.654877827038194,1.5782542737416905,1,-0.2698826894686057,-1.0801870332111803,0,1,0,0,0,0,0,1,1,0
-0.05136730092091252,2,0.013082074517324072,-0.3786802024647733,1,-0.5774541567562264,1.4453802769023367,0,1,0,0,0,0,0,1,0,1
-0.9256049813911454,2,-0.3181673461386088,4.187500242016975,1,-0.2698826894686057,0.3858769729985059,0,1,0,0,0,0,0,1,1,0
0.8228703795493204,2,-0.4630889676755794,-0.3786802024647733,2,2.252203342289884,0.22447543103046702,0,0,1,0,0,0,0,1,1,0
0.8228703795493204,3,-0.8357445659135039,-0.3786802024647733,2,-0.4544255698411781,0.9789053658356183,0,0,0,0,1,0,0,1,0,1
0.8228703795493204,5,0.9861272476941269,0.9259427816728693,1,-0.20836839601108156,-1.1651673905352613,0,0,0,0,1,0,0,1,1,0
0.8228703795493204,2,0.6134716494562024,0.9259427816728693,1,-0.392911276383654,-1.0404480171963222,0,0,0,0,1,1,0,0,1,0
-0.9256049813911454,4,-0.21465190218362976,-1.0309916945335944,2,-0.4544255698411781,0.6885048641885787,0,0,0,0,1,0,1,0,1,0
1.6971080600195534,2,1.5658137338420093,0.273631289604048,1,-0.5774541567562264,-1.241588575179219,0,1,0,0,0,0,0,1,1,0
-1.7998426618613785,5,-0.13183954701964656,4.187500242016975,1,-0.7619970371287987,0.6628273461482089,0,0,0,1,0,0,0,1,1,0
-0.9256049813911454,1,-1.4775403184343738,0.9259427816728693,2,-0.5159398632987022,0.5790697277784311,1,0,0,0,0,0,0,1,1,0
-0.9256049813911454,4,1.172455046813089,-0.3786802024647733,1,2.5597748095775046,-0.42907854004465995,1,0,0,0,0,0,0,1,1,0
1.6971080600195534,3,1.9384693320799338,0.273631289604048,1,-0.2698826894686057,-1.35958288426949,0,0,1,0,0,0,0,1,1,0
0.8228703795493204,1,0.6341747382471982,-0.3786802024647733,1,-0.392911276383654,0.9226593739376654,1,0,0,0,0,0,0,1,1,0
-0.05136730092091252,2,-1.3740248744793948,0.9259427816728693,1,-0.6389684502137505,1.3341110320607341,1,0,0,0,0,0,0,1,1,0
-0.05136730092091252,3,-1.5810557623893529,4.187500242016975,2,-0.33139698292612985,0.4353979006477905,1,0,0,0,0,0,0,1,0,1
-0.9256049813911454,1,0.09589442968130729,1.5782542737416905,0,-0.5159398632987022,-0.11789147617446386,0,0,0,0,1,0,0,1,0,1
-0.05136730092091252,1,1.0482365140671142,-0.3786802024647733,1,-0.6389684502137505,0.640818044970749,0,0,1,0,0,0,0,1,1,0
-0.05136730092091252,2,-0.9806661874504745,0.273631289604048,2,-0.5159398632987022,1.299874341340241,1,0,0,0,0,1,0,0,1,0
-0.05136730092091252,2,0.5720654718742108,-1.0309916945335944,1,-0.7004827436712746,0.23058912580198365,1,0,0,0,0,0,0,1,1,0
0.8228703795493204,2,0.6962840046201856,1.5782542737416905,1,-0.5159398632987022,-1.1755606716468396,0,0,0,0,1,0,0,1,0,1
0.8228703795493204,1,1.2552674019770722,0.9259427816728693,1,-0.5774541567562264,-1.2642092458338308,0,0,1,0,0,0,0,1,1,0
-0.05136730092091252,1,-1.0220723650324661,1.5782542737416905,1,-0.7004827436712746,1.2894810602286628,0,0,1,0,0,0,0,1,1,0
-0.9256049813911454,3,0.42714385033724017,-1.0309916945335944,2,0.6528317123942563,-0.8851601699998001,1,0,0,0,0,0,0,1,1,0
-0.05136730092091252,3,1.1517519580220932,0.9259427816728693,0,-0.5159398632987022,-1.2440340530878258,1,0,0,0,0,1,0,0,1,0
-0.9256049813911454,1,0.28222222880026954,-1.0309916945335944,1,-0.2698826894686057,0.23364597318774197,0,0,0,0,1,1,0,0,0,1
-0.05136730092091252,5,0.8412056261571562,0.9259427816728693,0,-0.33139698292612985,0.5796810972555828,0,0,0,1,0,1,0,0,0,1
-0.9256049813911454,2,-0.7529322107495207,-0.3786802024647733,1,-0.5774541567562264,-1.3987105308071963,1,0,0,0,0,0,0,1,0,1
-0.9256049813911454,4,0.6962840046201856,2.882877257879333,1,-0.7619970371287987,-0.5635798250180256,0,0,0,1,0,0,0,1,0,1
-0.9256049813911454,3,-1.1876970753604326,0.9259427816728693,1,1.3294889404270218,-1.5503301611408087,0,0,0,0,1,0,0,1,0,1
-0.05136730092091252,2,-0.3802766125115962,-0.3786802024647733,0,-0.5774541567562264,-0.9560790293493928,0,0,0,1,0,0,0,1,0,1
-0.05136730092091252,1,1.1517519580220932,-1.0309916945335944,0,-0.5774541567562264,0.9116547233489355,0,0,0,1,0,1,0,0,0,1
0.8228703795493204,4,-1.6431650287623403,2.882877257879333,1,-0.392911276383654,0.5173214105861133,0,0,0,1,0,0,0,1,0,1
0.8228703795493204,3,-0.007621014273671733,-1.0309916945335944,2,1.883117581544739,-0.14845995003204698,0,0,0,0,1,0,0,1,0,1
-0.9256049813911454,2,0.5720654718742108,-0.3786802024647733,0,2.4982605161199807,-0.2951886245484459,0,0,0,0,1,0,0,1,1,0
-0.9256049813911454,5,0.7376901822021772,-0.3786802024647733,1,-0.7004827436712746,1.180657293295667,1,0,0,0,0,0,1,0,1,0
-0.05136730092091252,1,1.0275334252761184,-0.3786802024647733,1,-0.2698826894686057,0.3754836918869276,0,1,0,0,0,0,1,0,0,1
-0.05136730092091252,4,-1.4775403184343738,-0.3786802024647733,0,3.113403450695222,-1.3510237115893666,0,0,0,0,1,0,1,0,1,0
-0.05136730092091252,1,-1.456837229643378,0.273631289604048,1,-0.4544255698411781,0.881697618968504,0,0,0,1,0,1,0,0,0,1
-0.9256049813911454,3,-0.9185569210774871,-1.0309916945335944,2,-0.33139698292612985,1.3732386785984405,0,0,0,0,1,0,0,1,1,0
-0.05136730092091252,1,0.19940987363628632,-0.3786802024647733,2,-0.4544255698411781,0.5179327800632649,0,0,1,0,0,0,0,1,1,0
-0.05136730092091252,2,-0.5459013228395626,-0.3786802024647733,2,-0.5159398632987022,1.4099208472275402,0,1,0,0,0,0,0,1,1,0
0.8228703795493204,1,1.06893960285811,0.9259427816728693,2,-0.2698826894686057,-1.0587891015108721,0,0,1,0,0,0,0,1,1,0
-0.9256049813911454,2,-0.711526033167529,-1.0309916945335944,2,-0.7619970371287987,1.019255751327628,0,0,0,1,0,0,0,1,1,0
-0.05136730092091252,3,0.9240179813211394,-1.0309916945335944,0,2.0676604619173116,-0.40890334729865513,0,0,0,0,1,0,0,1,0,1
-0.9256049813911454,3,1.2966735795590638,4.187500242016975,2,-0.20836839601108156,1.1916619438843967,0,0,1,0,0,0,1,0,1,0
-0.9256049813911454,3,0.9033148925301436,-1.0309916945335944,0,0.22223165819158738,-0.28846356029977765,0,0,0,1,0,0,0,1,0,1
-0.9256049813911454,1,-0.8150414771225081,-1.0309916945335944,1,-0.20836839601108156,1.0724448958398227,0,1,0,0,0,0,0,1,0,1
-1.7998426618613785,4,-2.1193360709552436,0.9259427816728693,0,-0.5159398632987022,0.7637033098782332,0,0,1,0,0,0,1,0,0,1
-1.7998426618613785,3,-1.0841816314054535,-0.3786802024647733,1,-0.20836839601108156,-1.2898867638742004,0,0,0,0,1,0,0,1,0,1
-0.9256049813911454,3,-0.06973028064665915,-0.3786802024647733,0,-0.7619970371287987,1.2271213735591933,0,0,1,0,0,1,0,0,0,1
1.6971080600195534,4,1.0275334252761184,0.273631289604048,2,-0.20836839601108156,-1.0380025392877157,0,0,0,0,1,0,0,1,1,0
0.8228703795493204,4,-1.8501959166722983,0.9259427816728693,0,-0.5774541567562264,0.7270211412491334,1,0,0,0,0,1,0,0,1,0
0.8228703795493204,4,0.26151914000927373,-0.3786802024647733,1,-0.33139698292612985,0.41889092476469564,0,0,1,0,0,0,0,1,0,1
-0.05136730092091252,2,-0.8771507434954955,-0.3786802024647733,1,2.8058319834076015,-1.1663901294895647,0,1,0,0,0,0,1,0,0,1
1.6971080600195534,5,1.8763600657069464,0.9259427816728693,2,-0.392911276383654,-1.476965823882609,0,0,1,0,0,0,0,1,1,0
-0.9256049813911454,2,-0.8978538322864913,-1.0309916945335944,1,-0.7004827436712746,-1.5986283498357898,0,0,1,0,0,0,0,1,0,1
-0.9256049813911454,1,0.9447210701121352,0.273631289604048,1,-0.4544255698411781,0.7270211412491334,1,0,0,0,0,0,1,0,0,1
-0.9256049813911454,3,1.1103457804401016,-1.0309916945335944,1,-0.7004827436712746,0.4433457038507621,0,0,1,0,0,0,0,1,0,1
-0.05136730092091252,3,-1.2084001641514284,-1.0309916945335944,2,0.28374595164911154,-1.276436635376864,1,0,0,0,0,0,1,0,0,1
-0.9256049813911454,3,-0.5666044116305584,-0.3786802024647733,1,-0.6389684502137505,1.169652642706937,0,0,0,0,1,0,0,1,1,0
2.5713457404897864,2,1.379485934723047,0.9259427816728693,1,-0.7619970371287987,-1.176783410601143,0,1,0,0,0,0,0,1,1,0
-0.9256049813911454,2,-0.7943383883315123,-0.3786802024647733,2,-0.33139698292612985,0.8297312134106127,0,0,1,0,0,0,0,1,1,0
-0.9256049813911454,3,-2.202148426119227,0.9259427816728693,2,1.6985747011721666,-1.0325002139933506,0,0,0,0,1,1,0,0,1,0
0.8228703795493204,1,-0.7943383883315123,-1.0309916945335944,2,-0.6389684502137505,0.7747079604669631,1,0,0,0,0,1,0,0,1,0
-0.9256049813911454,5,1.1310488692310974,-0.3786802024647733,2,-0.5774541567562264,0.3932134067243258,0,0,0,0,1,0,0,1,0,1
-0.9256049813911454,3,-2.305663870074206,-0.3786802024647733,0,3.051889157237698,-1.4684066512024858,0,0,0,1,0,0,0,1,0,1
0.8228703795493204,1,0.7169870934111814,-1.0309916945335944,2,-0.7004827436712746,0.7685942656954464,0,0,0,0,1,0,0,1,1,0
-0.9256049813911454,4,-0.2560580797656214,-0.3786802024647733,2,-0.392911276383654,0.24159377639071358,1,0,0,0,0,1,0,0,0,1
-0.9256049813911454,1,-0.7736352995405165,-1.0309916945335944,2,-0.7619970371287987,1.4074753693189335,0,0,0,0,1,0,0,1,1,0
0.8228703795493204,1,-1.663868117553336,0.273631289604048,0,-0.2698826894686057,0.8077219122331528,0,1,0,0,0,0,0,1,1,0
-0.9256049813911454,4,-0.4423858788845836,1.5782542737416905,1,-0.2698826894686057,0.6377611975849907,0,0,0,0,1,0,0,1,1,0
1.6971080600195534,4,1.6693291777969883,0.273631289604048,1,-0.33139698292612985,-1.5246526431004388,0,1,0,0,0,0,0,1,1,0
-0.05136730092091252,5,-1.456837229643378,-0.3786802024647733,2,-0.33139698292612985,0.8138356070046695,1,0,0,0,0,0,0,1,1,0
0.8228703795493204,2,0.5927685606652066,0.9259427816728693,2,-0.4544255698411781,-1.4152175066902912,0,0,0,0,1,0,1,0,1,0
-0.05136730092091252,2,-1.353321785688399,-0.3786802024647733,2,-0.392911276383654,1.3438929436951608,0,1,0,0,0,0,0,1,1,0
-0.9256049813911454,4,1.0896426916491058,-0.3786802024647733,2,-0.7004827436712746,1.2937606465687244,1,0,0,0,0,0,0,1,1,0
-0.9256049813911454,3,-0.04902719185566334,-0.3786802024647733,2,2.92886057032265,0.09669921030576961,1,0,0,0,0,0,0,1,0,1
-0.9256049813911454,2,0.1165975184723031,-1.0309916945335944,1,-0.7619970371287987,0.4433457038507621,0,1,0,0,0,0,1,0,1,0
